Customer ID,Recency,Frequency,Monetary
15623,28,7,2136.02
15625,11,5,1702.1399999999999
15626,56,1,391.72
15627,92,2,566.9
15628,1,9,2782.02
15629,85,4,2240.9
15630,279,1,295.05
15631,277,1,596.67
15633,144,13,4352.46
15634,18,1,311.1
15635,30,1,100.35
15636,72,2,719.82
15637,48,4,574.23
15638,13,6,2265.2
15639,86,2,639.76
15640,7,15,11441.92
15641,31,8,3458.35
15642,364,1,105.78000000000002
15645,49,2,443.16
15646,7,3,526.97
15647,50,1,169.0
15649,2,3,1354.35
15650,156,2,553.88
15651,55,2,612.76
15652,22,4,1082.6
15658,7,4,1399.3700000000001
15659,21,2,226.04
15660,0,7,1212.13
15661,14,6,906.15
15662,296,2,283.73
15664,84,3,867.6
15665,46,3,1773.11
15666,107,2,632.9399999999999
15670,191,1,152.15
15672,360,1,45.300000000000004
15673,86,5,3533.77
15674,52,8,4501.63
15675,39,1,218.35
15677,56,2,648.4
15678,30,2,1541.19
15680,1,8,3173.9
15681,14,9,1563.54
15682,234,2,318.24
15683,108,1,330.79
15684,182,3,173.95
15685,85,1,55.980000000000004
15686,55,1,90.0
15688,53,1,190.57
15689,252,1,266.93
15691,29,3,434.5
15693,294,1,37.5
15694,0,12,4331.41
15695,232,2,721.06
15696,58,5,1170.1100000000001
15697,324,1,246.75
15698,259,1,46.2
15702,111,2,140.39000000000001
15704,137,2,1524.3400000000001
15708,4,3,1014.48
15709,224,1,194.6
15710,52,1,898.87
15711,191,2,420.25
15712,14,7,2400.05
15713,1,3,654.09
15714,88,3,453.93
15715,190,5,658.02
15716,4,8,1938.0
15717,56,4,456.70000000000005
15718,175,1,293.79
15719,16,18,5177.45
15720,185,1,143.19
15722,80,6,3035.54
15723,46,3,744.55
15724,35,1,92.6
15726,25,1,321.91
15727,22,8,4266.55
15728,14,2,544.6
15729,35,2,107.55000000000001
15730,16,2,605.7
15731,188,1,125.3
15732,7,9,1387.95
15734,71,2,923.85
15735,56,1,327.68
15736,70,2,1815.72
15738,7,26,8560.550000000001
15741,93,2,208.62
15742,254,1,156.87
15747,10,6,1588.57
15748,84,2,465.45000000000005
15750,1,12,4331.711
15751,95,11,1380.44
15752,7,3,1570.16
15754,128,6,2579.04
15755,14,11,3628.87
15757,21,4,2225.94
15759,146,4,577.8900000000001
15760,265,2,13916.34
15761,77,1,143.05
15764,69,2,1223.1100000000001
15765,301,1,370.63
15766,91,2,516.0
15768,111,31,14979.26
15769,6,21,32451.6
15770,247,1,321.45
15771,239,3,1006.54
15772,53,1,280.88
15773,44,1,138.84
15774,53,5,1059.14
15775,266,1,45.6
15777,31,3,715.5
15778,66,1,307.95
15779,98,2,124.08000000000001
15782,65,1,1399.36
15784,102,2,848.3299999999999
15785,14,11,3640.96
15786,52,2,3582.62
15788,143,1,221.82999999999998
15789,66,5,1610.71
15791,164,3,1995.65
15792,34,2,933.84
15793,13,5,1433.96
15794,371,2,777.0
15795,65,7,1369.8600000000001
15796,9,9,2464.27
15797,216,2,613.6800000000001
15798,127,3,1535.37
15799,53,1,540.15
15800,88,5,543.5
15803,80,3,1513.84
15805,20,13,4660.75
15807,43,2,913.62
15808,4,18,14674.960000000001
15809,94,2,758.67
15810,21,4,1607.06
15811,0,2,1671.9
15812,70,7,3400.33
15814,28,2,689.11
15816,177,2,144.14999999999998
15817,55,3,2766.4
15818,223,1,340.5
15819,66,6,2029.34
15822,128,4,954.59
15823,7,3,3882.17
15824,88,2,890.94
15826,203,1,943.97
15827,7,16,1957.98
15828,10,1,1108.82
15833,372,1,80.4
15834,11,3,1539.24
15837,120,1,385.03000000000003
15838,2,16,40519.92
15841,21,5,1518.35
15842,28,2,548.8
15845,171,3,714.51
15846,20,1,107.01
15847,63,3,433.3
15848,256,1,139.94
15850,11,4,819.87
15851,161,1,109.73
15852,161,1,96.55
15854,11,9,2609.16
15855,111,1,340.48
15856,0,26,17832.77
15857,65,1,273.48
15858,2,9,2521.52
15859,67,1,438.46
15860,3,10,1528.0
15861,91,4,1236.43
15862,8,10,2095.41
15863,252,3,289.86
15864,16,1,244.44000000000003
15865,48,2,1353.79
15867,4,17,5251.31
15868,218,1,94.53
15869,261,1,174.02
15870,31,3,508.52
15871,72,1,33.099999999999994
15872,13,2,434.75
15873,134,4,313.91999999999996
15874,22,14,6878.88
15875,281,1,111.72
15876,44,2,1449.1399999999999
15878,196,2,330.77
15879,39,4,1157.3
15880,4,1,343.28000000000003
15882,3,6,979.62
15884,67,2,249.70000000000002
15885,18,12,1572.47
15886,51,3,871.78
15887,41,3,1027.15
15888,35,2,260.85
15889,4,7,1359.41
15890,29,5,535.65
15892,304,1,128.2
15893,116,1,305.28000000000003
15894,4,1,156.74
15898,2,22,4207.43
15899,3,1,56.25
15900,48,3,549.29
15901,86,4,339.34
15902,15,1,145.01
15903,13,5,3813.0800000000004
15905,178,1,114.69
15906,9,3,987.95
15908,125,2,764.57
15910,35,7,1449.6200000000001
15911,258,8,1702.34
15912,71,7,810.08
15913,169,1,6.300000000000001
15914,13,2,205.99
15915,36,1,429.21
15916,1,7,1899.08
15917,241,4,437.53000000000003
15918,266,1,248.65
15919,3,1,270.72
15920,59,5,404.14
15921,31,3,466.08
15922,8,1,369.5
15923,7,1,127.08
15924,366,1,102.82
15926,177,1,134.44
15927,282,1,123.39
15928,291,1,293.53
15929,279,1,594.0
15931,63,1,239.9
15934,52,2,2190.66
15936,14,2,282.79
15938,91,4,330.23
15939,9,1,2945.38
15941,272,1,405.0
15943,284,2,271.28999999999996
15944,28,3,1839.1399999999999
15945,0,4,646.27
15946,137,3,2304.18
15948,59,1,553.85
15950,10,6,5415.2
15951,16,1,304.95
15953,4,11,2010.1699999999998
15954,224,1,190.75
15955,7,9,4242.1
15956,186,2,617.6
15957,55,2,501.21
15958,38,3,388.64
15959,317,3,579.49
15960,9,4,410.95
15961,14,1,451.28999999999996
15962,84,1,295.83
15964,298,1,272.96000000000004
15965,2,10,2167.45
15966,85,1,426.53000000000003
15967,14,10,2622.77
15968,23,1,418.05
15969,60,2,460.95
15970,233,1,703.22
15971,20,6,1702.98
15972,91,5,1810.27
15973,1,3,680.62
15976,45,4,1315.7
15978,67,2,2180.64
15979,237,1,329.22
15980,125,4,4194.82
15981,36,13,5954.29
15982,240,1,324.51
15983,0,6,2483.8
15984,3,21,5921.65
15985,71,5,1572.8600000000001
15986,16,1,186.3
15987,3,2,230.85
15988,186,2,612.0600000000001
15989,10,2,372.51
15990,129,5,1217.94
15991,169,1,150.55
15992,31,2,854.61
15994,46,2,775.11
15995,49,1,696.19
15996,1,2,626.22
15998,28,11,5218.37
15999,370,1,20.4
16001,16,1,583.39
16002,260,1,169.21
16003,16,5,2878.46
16004,109,5,2146.39
16005,10,6,1820.83
16006,22,1,245.77
16007,18,3,1373.2
16008,17,12,4905.35
16010,11,8,1316.56
16011,1,14,2517.75
16012,36,2,1574.5
16013,6,39,20315.84
16014,43,2,467.89
16016,1,4,1025.18
16017,52,4,1341.95
16018,31,2,289.23
16019,16,18,13679.61
16021,30,2,532.25
16024,46,2,232.96
16027,92,9,1113.74
16028,230,1,82.2
16029,7,47,41184.3
16032,91,6,1970.45
16033,4,8,2019.73
16034,29,3,491.02
16035,195,1,217.73
16036,59,2,1797.92
16037,179,2,654.32
16039,58,2,456.4
16040,65,4,1103.35
16042,14,3,1067.85
16043,14,4,1082.6000000000001
16044,70,1,340.84000000000003
16045,51,4,2094.23
16046,197,1,235.78
16047,317,1,107.14
16048,8,4,818.7900000000001
16049,10,3,787.89
16050,18,2,162.8
16051,316,1,188.44
16053,48,4,2122.89
16054,53,3,1327.98
16057,154,3,1591.73
16058,41,1,62.7
16059,2,7,1757.91
16060,35,3,541.95
16061,66,1,89.65
16062,14,4,1709.83
16064,360,1,111.0
16065,0,8,2010.53
16067,197,3,3395.29
16068,228,1,122.93
16069,52,1,457.7
16071,162,3,750.5600000000001
16072,63,3,3744.57
16074,25,1,265.25
16075,137,2,736.9300000000001
16077,260,1,2300.4
16078,304,1,283.79
16080,20,2,385.40000000000003
16081,1,4,1653.28
16082,305,1,106.75
16083,17,2,1033.8
16085,15,7,1362.02
16086,2,6,1743.6
16087,24,5,1739.92
16088,210,2,1437.43
16089,21,2,271.44
16090,259,1,205.91
16092,139,3,770.08
16094,10,7,2617.33
16095,91,1,447.05
16096,51,3,1264.3500000000001
16098,8,8,2442.47
16099,52,4,841.3
16100,97,1,582.64
16101,69,3,1938.46
16103,24,16,4762.07
16104,53,8,2476.25
16105,73,4,2049.23
16108,69,3,1393.42
16109,333,1,327.6
16110,157,1,481.79
16111,63,1,562.48
16115,32,4,907.17
16117,37,2,422.19
16118,287,1,4376.25
16119,29,6,1297.45
16120,57,2,1747.77
16121,25,3,609.98
16122,1,3,316.92
16124,53,3,1523.49
16125,2,14,4298.3
16126,14,11,8359.03
16127,361,1,145.06
16128,15,6,1920.83
16129,42,3,1396.05
16130,57,4,987.48
16131,10,6,6450.88
16132,179,2,664.1999999999999
16133,11,23,8403.22
16134,58,3,1527.25
16135,218,1,301.9
16136,298,1,237.42
16137,315,1,422.7
16138,13,3,910.35
16139,357,2,475.74
16140,6,2,832.4200000000001
16141,52,1,335.54
16143,4,7,2485.89
16145,23,8,3005.9500000000003
16146,83,1,212.25
16147,35,4,2023.91
16148,71,1,310.3
16149,64,1,141.70000000000002
16150,7,6,2342.57
16153,55,6,3309.2599999999998
16155,16,5,796.9
16156,17,11,3096.14
16158,157,9,628.32
16159,105,3,884.59
16161,3,25,7256.24
16163,0,5,1992.98
16165,140,1,79.9
16166,63,2,435.83
16167,49,5,1386.1200000000001
16168,4,40,6848.87
16170,30,14,4983.95
16172,108,3,744.34
16174,126,4,1237.2
16175,106,3,798.85
16176,56,4,2052.69
16177,71,7,1915.36
16178,36,1,414.7
16180,113,5,5995.69
16182,73,5,3354.0
16183,29,3,739.1
16185,199,1,115.31
16186,7,15,5019.17
16188,43,1,105.80000000000001
16190,29,7,2508.4700000000003
16191,10,11,10507.5
16192,370,1,351.3
16193,45,1,315.98
16194,10,1,308.59999999999997
16195,358,1,323.25
16196,123,1,93.3
16197,104,9,2016.71
16198,72,1,629.36
16199,27,7,942.75
16200,17,10,4562.83
16201,50,1,248.65
16202,52,8,2136.72
16203,7,3,521.64
16204,15,2,538.53
16205,31,3,1069.23
16206,22,9,2065.26
16208,29,8,2776.19
16209,17,4,1884.16
16210,3,19,17403.21
16211,56,2,543.5699999999999
16212,253,2,603.37
16214,70,1,975.5
16218,8,7,1355.29
16219,135,1,40.8
16221,2,7,1370.65
16222,356,1,498.5
16223,9,2,1102.3500000000001
16224,22,1,321.24
16225,37,10,1771.0900000000001
16226,13,2,417.05
16227,129,2,713.0
16228,20,3,890.8100000000001
16229,16,4,1857.26
16231,14,4,1078.22
16232,55,3,1722.09
16233,1,7,1429.03
16234,111,3,333.18
16235,10,4,1186.4
16237,72,1,136.65
16238,57,1,63.66
16239,17,4,1078.0
16241,4,4,1721.44
16242,16,7,3871.19
16244,7,1,1056.63
16246,94,2,827.25
16250,8,2,401.94
16251,147,1,128.31
16252,17,1,295.09000000000003
16253,55,5,3626.29
16254,13,3,985.14
16255,0,8,2286.89
16256,128,2,876.9399999999999
16258,22,10,6739.01
16259,45,3,361.94
16261,21,2,312.62
16262,13,1,755.15
16263,58,1,351.01
16264,73,2,837.53
16265,21,3,1488.17
16266,58,7,896.06
16267,226,1,186.66
16269,72,1,717.57
16271,92,5,2033.78
16273,283,2,336.03999999999996
16274,8,1,357.95
16275,109,2,1591.24
16276,114,2,1818.79
16277,368,1,188.69
16278,115,2,551.46
16279,20,6,4195.5
16280,360,1,238.05
16281,58,2,1361.96
16282,122,2,1139.28
16283,53,3,2833.01
16284,28,1,205.8
16285,281,1,176.9
16286,112,2,328.95
16287,11,4,864.48
16288,105,1,129.85
16289,97,1,136.31
16290,99,4,2069.3
16291,317,1,117.72
16292,15,4,951.51
16293,2,6,2408.96
16294,111,1,126.05000000000001
16296,261,4,1313.67
16298,32,4,487.5
16299,112,1,193.65
16300,65,3,1392.43
16301,371,1,107.33
16303,27,4,2567.64
16304,329,1,381.66
16306,2,2,560.55
16307,64,3,1194.92
16308,41,3,2560.0
16310,49,2,460.08
16312,67,1,171.15
16314,24,3,1491.4
16315,171,1,176.34
16316,15,5,2806.0
16317,185,2,850.86
16320,88,4,4590.53
16321,261,2,230.9
16323,212,1,146.16
16325,59,9,3003.26
16326,18,10,1716.03
16327,4,11,6887.12
16328,198,1,310.83
16329,62,4,1703.07
16330,59,4,382.42
16331,67,6,2037.7
16332,66,4,417.21000000000004
16334,127,1,277.48
16335,186,7,2774.0
16336,55,4,3517.69
16340,74,2,976.99
16341,72,3,1878.92
16343,42,1,316.59
16344,144,3,741.3199999999999
16345,118,1,623.33
16346,20,1,224.51
16347,23,9,2621.76
16348,65,1,328.77
16350,9,5,1137.42
16351,46,12,3176.13
16353,4,16,3323.75
16354,14,3,733.71
16355,10,1,416.35
16356,11,3,204.10000000000002
16357,16,1,209.49
16358,29,1,892.1500000000001
16359,11,7,946.83
16362,72,1,212.17
16365,2,7,1766.78
16366,217,3,1220.83
16367,18,1,557.91
16368,70,1,142.78
16369,71,4,1111.15
16371,83,1,157.2
16372,44,3,960.68
16373,17,2,309.49
16374,37,3,1298.42
16375,105,2,104.0
16377,252,1,632.28
16381,30,2,258.7
16382,43,2,353.1
16383,31,5,2306.48
16384,64,2,774.4499999999999
16385,1,3,474.72
16386,22,1,785.39
16387,30,4,824.19
16388,288,1,186.05
16390,171,3,467.5
16391,35,4,1103.61
16392,48,2,541.86
16393,4,11,2515.45
16395,28,9,2050.95
16396,111,1,137.8
16397,263,1,127.88
16399,24,1,233.25
16400,30,8,2855.5099999999998
16401,14,11,2750.83
16402,4,1,211.8
16406,85,2,389.61
16407,24,4,694.72
16408,226,1,231.93
16409,15,7,3680.16
16410,369,1,130.32
16411,4,3,695.54
16412,28,4,495.4
16413,10,1,266.78000000000003
16414,66,3,433.46000000000004
16415,218,2,509.09000000000003
16416,25,6,1921.48
16417,127,1,35.7
16418,43,2,426.67
16419,212,2,515.1899999999999
16420,31,1,75.0
16421,11,3,526.27
16422,4,59,28967.07
16424,17,1,309.5
16428,48,3,660.28
16430,16,6,817.09
16433,43,1,200.26
16434,81,5,1219.49
16435,147,3,1011.5699999999999
16436,303,3,329.34
16437,16,2,301.25
16439,357,1,310.70000000000005
16440,128,1,216.3
16441,52,3,653.23
16442,239,2,282.68
16443,155,1,162.24
16444,25,13,3001.91
16445,21,3,372.22
16447,225,2,516.13
16448,106,1,178.98000000000002
16450,219,2,1193.81
16451,196,2,746.1800000000001
16452,265,2,332.17
16453,165,2,251.71
16454,241,2,24.05
16455,6,6,2543.19
16456,8,9,4704.54
16458,10,12,2232.6
16459,364,1,71.78999999999999
16461,225,2,1463.8
16465,55,2,746.24
16466,18,8,2235.13
16467,143,7,2869.16
16468,105,2,712.62
16469,149,1,178.48000000000002
16470,31,7,1696.21
16471,28,3,966.03
16472,69,2,789.6
16473,9,1,154.72
16476,66,1,350.35
16477,6,5,1825.56
16481,317,1,453.38
16485,67,4,1931.03
16486,172,1,134.36
16487,212,2,209.4
16489,15,2,303.7
16490,71,1,205.41000000000003
16491,48,1,801.66
16492,175,1,385.56
16493,79,3,780.46
16496,66,3,731.25
16497,48,17,3729.59
16499,9,6,2212.89
16500,9,3,443.05
16501,18,1,1237.23
16502,255,2,266.5
16503,30,7,2182.41
16507,207,1,152.76
16508,265,1,248.8
16510,7,6,1851.8999999999999
16511,32,3,868.76
16515,14,5,1589.17
16518,56,2,475.05
16519,0,3,341.18
16520,0,4,1436.05
16521,50,3,1148.01
16522,70,2,433.36
16523,50,7,2497.86
16524,81,2,308.14
16525,1,23,11555.19
16526,219,1,426.85
16527,59,1,1044.38
16529,112,3,1556.75
16530,303,1,48.349999999999994
16531,16,4,1053.74
16532,66,2,2007.84
16534,277,1,635.9
16535,20,2,407.84
16537,276,1,23.35
16538,176,3,399.62
16539,8,7,2343.2
16540,49,1,226.70000000000002
16541,370,1,424.03
16542,36,1,137.7
16543,226,1,292.21
16544,154,4,376.70000000000005
16545,10,1,350.52
16546,7,4,4819.32
16547,181,1,111.71
16548,234,1,30.15
16549,32,24,9027.55
16550,3,14,7136.16
16551,58,4,1315.0
16552,8,1,95.29
16553,31,21,10924.19
16554,21,5,2004.6200000000001
16555,140,4,1629.79
16556,10,10,4698.79
16558,1,19,5535.02
16559,32,1,185.20000000000002
16560,32,6,2206.9700000000003
16562,111,1,223.85999999999999
16563,35,5,3345.02
16564,204,1,87.8
16565,41,3,599.35
16568,62,2,1020.9000000000001
16569,266,4,1331.03
16570,14,10,3695.91
16571,30,7,2827.05
16574,58,2,850.34
16576,55,2,540.87
16577,301,1,380.0
16578,261,1,156.6
16579,60,1,295.05
16583,8,2,297.95
16584,67,3,2227.59
16585,228,2,341.59
16586,79,2,998.83
16588,21,4,1361.28
16589,85,1,153.12
16590,35,2,605.9
16592,10,12,3694.23
16593,25,5,741.11
16595,11,4,1450.02
16596,1,3,329.48
16599,20,1,172.8
16600,9,7,1339.89
16601,25,2,439.45
16602,23,1,235.25
16604,197,2,432.45
16605,359,1,60.48
16606,39,2,357.66
16607,34,11,2359.16
16608,88,2,1288.72
16611,38,5,1655.64
16612,14,5,2057.77
16614,37,2,673.6
16615,261,1,291.5
16619,18,3,1712.1200000000001
16620,24,4,1579.97
16622,178,1,225.4
16623,36,3,885.79
16625,57,4,1320.95
16628,42,2,130.05
16630,42,1,106.80000000000001
16631,116,7,1892.52
16632,120,2,406.4
16634,7,5,1596.71
16635,41,1,473.0
16636,73,4,3802.04
16638,3,6,749.8100000000001
16639,44,1,490.47
16640,32,1,179.4
16641,336,1,323.40000000000003
16642,50,1,389.12
16643,57,1,435.6
16645,370,1,160.39
16646,84,1,678.8
16647,77,2,327.84
16648,90,2,382.14
16649,155,1,306.58000000000004
16650,55,6,1397.69
16651,221,1,136.2
16652,39,9,10776.42
16654,3,5,1110.2
16655,46,7,2753.85
16656,55,15,8207.37
16658,3,6,690.83
16660,57,3,611.9000000000001
16661,175,4,986.63
16662,29,1,163.8
16663,364,1,165.0
16664,204,1,109.2
16666,256,1,106.96000000000001
16668,22,7,555.7
16670,28,9,3934.25
16673,314,1,188.83
16675,76,2,608.86
16676,37,2,769.78
16677,46,2,880.62
16679,1,3,663.31
16680,163,2,637.75
16681,276,1,151.5
16683,168,1,320.25
16684,14,27,80489.21
16686,24,9,2008.09
16687,25,1,157.63
16690,28,2,127.45
16691,53,2,178.83
16692,43,2,638.6999999999999
16693,46,3,717.45
16694,358,1,98.30000000000001
16695,196,2,193.15
16699,15,7,994.6
16700,1,13,4091.16
16701,58,13,4518.43
16702,50,4,1110.83
16704,253,2,695.66
16705,35,22,29480.061
16707,35,4,551.11
16709,14,9,6057.59
16710,3,13,3866.05
16711,14,4,1217.45
16712,36,2,621.5600000000001
16713,1,18,7637.56
16714,305,1,368.27
16715,197,1,323.8
16716,265,1,1248.48
16717,1,9,3127.85
16718,4,5,3023.78
16719,3,8,2182.88
16720,11,2,640.24
16722,1,11,4258.2699999999995
16723,78,2,712.48
16724,39,1,147.35
16725,6,8,1101.09
16726,18,2,706.39
16727,27,3,1164.6
16731,283,1,174.05
16732,38,3,3783.89
16733,164,1,259.68
16735,28,9,3970.0
16736,140,5,2956.56
16737,212,1,417.59999999999997
16739,171,1,463.43
16740,30,1,236.81
16741,260,1,173.06
16742,127,13,2387.71
16743,91,7,2015.17
16746,18,24,11368.74
16748,23,9,2121.43
16749,226,2,4387.08
16752,7,1,207.5
16754,7,29,65500.07
16755,102,4,1403.75
16756,39,6,1072.97
16757,44,1,163.65
16760,65,1,228.0
16763,373,1,352.85
16765,17,1,420.75
16767,53,4,2493.2
16768,18,6,1230.03
16769,113,3,761.36
16770,7,5,1162.03
16771,92,5,1720.79
16772,58,3,3723.5499999999997
16773,71,2,249.65
16774,58,4,932.93
16775,2,6,1361.23
16776,50,1,231.57
16777,48,3,1081.41
16779,1,32,22638.52
16780,42,1,180.36
16781,7,2,623.0
16782,0,26,8158.51
16783,71,1,391.95
16784,11,4,788.93
16785,44,1,533.78
16786,28,1,51.839999999999996
16787,32,4,1035.43
16788,39,3,1352.82
16791,18,8,2316.91
16792,18,3,513.08
16794,15,5,868.1999999999999
16795,0,3,2077.51
16797,28,5,1827.77
16798,189,3,848.71
16799,67,2,495.98
16802,314,2,582.61
16805,212,3,636.65
16807,105,3,1002.29
16809,67,4,812.74
16810,55,1,532.5
16812,13,3,1912.65
16814,4,16,5990.61
16815,88,2,410.97
16817,3,5,1200.15
16819,100,2,182.59
16821,16,1,113.35
16822,321,1,181.39
16823,22,6,1901.71
16824,28,1,225.6
16825,13,3,1051.71
16827,28,5,392.13
16829,23,1,316.1
16830,77,3,881.59
16831,199,1,91.8
16832,63,2,218.45999999999998
16833,74,2,1302.51
16834,309,1,485.5
16835,8,5,1357.56
16836,41,2,530.5
16838,165,2,570.76
16839,4,11,5716.14
16840,238,2,139.85
16841,63,6,2136.2400000000002
16843,57,19,9374.86
16844,197,2,614.34
16845,253,1,253.88
16846,212,2,628.09
16847,253,1,421.45000000000005
16848,11,3,1130.2
16854,52,2,1408.96
16856,52,2,323.09000000000003
16857,77,1,352.8
16858,3,10,4292.59
16859,51,5,1184.6
16860,87,3,1610.62
16861,25,3,772.83
16862,182,4,662.33
16863,1,2,495.72
16864,69,2,409.25
16865,36,1,130.95
16867,324,1,76.74000000000001
16868,29,3,393.39
16870,104,1,450.15999999999997
16872,62,3,533.11
16873,64,6,7493.77
16874,14,1,217.74
16875,72,6,2139.0
16876,38,1,136.01
16880,128,1,321.78
16883,6,18,2119.86
16884,191,2,644.08
16885,20,1,239.23000000000002
16886,91,1,134.0
16887,35,2,465.84000000000003
16888,35,3,437.15
16889,32,3,952.23
16890,111,3,285.41
16891,6,7,1247.1200000000001
16892,189,2,236.56
16893,1,2,255.84
16894,137,3,1324.06
16895,73,4,902.28
16896,190,1,103.95
16898,3,3,507.56
16899,13,2,439.46000000000004
16901,364,1,204.26
16903,15,2,689.04
16904,2,7,1378.1
16905,6,11,1931.72
16906,63,3,869.03
16907,0,5,726.25
16908,357,1,252.59
16911,270,2,255.25
16912,56,4,1904.93
16913,286,2,310.46999999999997
16915,21,5,921.5
16916,7,3,547.14
16917,267,1,1466.31
16918,57,10,2144.47
16919,3,14,2529.46
16920,46,1,355.45
16921,77,2,276.88
16922,207,1,611.08
16923,10,13,6130.75
16925,175,1,125.65
16926,6,5,1191.1
16928,8,13,1265.63
16931,4,3,629.4
16932,58,2,278.77
16933,24,7,2618.02
16934,18,4,1160.06
16935,16,3,535.1
16936,20,1,288.49
16937,134,1,202.1
16938,16,5,4306.8
16939,123,3,449.0
16940,85,5,3377.78
16941,246,1,33.0
16943,174,2,482.76
16944,244,1,101.36
16945,28,14,4202.66
16946,18,5,1222.04
16947,97,4,548.73
16948,64,4,433.75
16950,2,8,2605.81
16952,76,3,631.17
16954,14,11,3996.7999999999997
16955,3,4,790.74
16958,70,1,809.44
16960,25,5,1536.38
16961,23,2,560.39
16962,44,1,251.04
16964,368,2,207.85
16970,261,1,71.4
16972,17,2,786.25
16973,21,1,127.0
16974,157,2,365.5
16975,58,3,926.12
16977,30,4,496.0
16978,301,2,424.55
16979,18,3,1007.74
16980,63,1,394.37
16983,4,5,1778.97
16984,39,7,6273.45
16985,11,13,5459.04
16986,80,9,3015.55
16987,11,4,910.85
16988,14,1,256.55
16990,57,1,165.0
16991,56,1,1041.21
16992,22,8,3862.19
16993,98,2,1950.9499999999998
16996,17,3,666.6500000000001
16998,79,1,107.0
17000,31,2,406.3
17001,11,8,2651.23
17002,78,4,1077.82
17003,37,4,830.16
17004,27,2,1012.22
17005,105,2,742.36
17006,27,4,854.54
17007,72,1,230.17000000000002
17008,64,1,81.36
17009,186,1,242.06
17011,282,2,400.8
17012,360,1,384.16
17016,211,1,552.4
17017,0,13,5416.349999999999
17018,22,4,1367.6
17019,3,8,2739.59
17020,177,2,935.62
17021,77,6,1182.22
17022,67,1,189.0
17023,52,3,800.18
17025,8,4,1152.87
17026,4,2,54.15
17027,81,3,436.82
17028,216,3,1593.83
17029,17,5,1421.3
17031,13,4,2393.5
17032,182,8,3004.6
17033,32,1,302.65000000000003
17034,44,2,538.4
17035,226,2,180.06
17036,18,1,176.9
17038,50,1,630.77
17039,239,1,1954.99
17040,185,1,13.52
17041,32,3,604.71
17043,10,4,881.37
17044,9,11,11013.82
17045,11,2,488.24
17046,79,4,1264.05
17047,66,3,1188.33
17048,72,4,1146.33
17049,10,10,4287.5
17050,10,5,1462.95
17051,81,3,467.25
17055,80,1,239.55
17056,373,1,128.60000000000002
17057,231,1,294.74
17059,4,5,2507.4900000000002
17062,0,4,669.85
17063,42,6,2177.39
17065,272,2,194.7
17066,361,1,228.34
17067,359,3,454.54
17068,3,27,4608.94
17069,8,6,3084.58
17070,45,1,133.18
17071,16,4,1372.17
17072,260,1,282.05
17074,197,1,203.05
17075,64,6,1407.61
17076,27,3,401.66999999999996
17077,213,1,306.0
17080,14,5,669.91
17081,30,4,674.23
17082,29,4,2728.18
17083,44,6,2644.01
17084,31,1,2253.22
17085,11,23,6324.76
17087,372,1,221.53
17089,21,1,128.45
17090,9,6,1105.53
17091,2,11,3983.34
17092,72,7,3817.18
17093,227,1,235.88
17094,58,1,100.2
17095,65,4,1248.09
17096,18,7,2737.05
17097,0,2,386.03
17098,16,3,591.0699999999999
17099,168,1,582.17
17101,29,3,885.3199999999999
17103,357,1,424.3
17104,58,1,474.03
17106,24,1,491.23
17107,32,4,5259.99
17108,298,1,174.95
17109,41,2,410.42
17110,155,2,347.4
17111,60,1,227.97
17112,137,1,205.17
17113,209,6,2322.59
17115,183,4,1923.99
17116,283,1,389.78
17121,37,1,314.74
17122,23,3,432.18
17123,74,2,631.87
17126,16,4,1065.69
17127,63,5,1155.0300000000002
17129,155,1,31.85
17132,87,2,1272.8
17133,109,5,9730.09
17134,77,1,212.1
17135,6,4,814.43
17136,297,1,231.68
17137,51,6,1133.63
17138,24,6,4036.77
17139,24,13,8915.99
17141,53,4,754.33
17142,39,3,704.75
17143,52,2,924.11
17145,147,4,3120.91
17146,70,10,5110.46
17147,87,5,1485.36
17149,86,1,143.10000000000002
17150,11,6,1375.65
17151,370,1,231.90000000000003
17152,60,1,327.0
17155,162,5,640.76
17156,126,1,591.87
17157,115,17,4832.9
17158,182,2,713.03
17159,112,2,560.71
17160,9,11,6691.13
17161,79,1,856.01
17163,80,2,406.68
17165,16,5,1635.64
17167,14,3,867.11
17168,133,1,400.2
17169,213,1,320.95
17170,9,2,178.68
17171,296,1,159.68
17172,65,2,638.81
17176,161,2,596.1899999999999
17177,140,1,119.5
17178,366,1,436.71
17179,17,3,795.47
17180,57,7,1460.95
17181,8,2,225.45000000000002
17182,57,2,321.3
17184,204,2,198.41000000000003
17185,226,3,229.46
17187,161,1,263.76
17188,81,6,2118.7000000000003
17189,195,3,573.23
17190,38,5,1298.3
17191,3,11,2740.92
17192,171,1,77.83
17193,21,2,610.74
17194,165,1,549.88
17195,290,1,562.98
17196,62,1,352.9
17198,0,2,521.66
17199,217,1,145.12
17200,22,4,356.71
17201,158,3,899.41
17202,55,1,160.65
17203,23,4,2012.03
17204,9,5,3940.13
17205,51,2,615.27
17207,287,1,303.21999999999997
17208,30,1,115.35
17209,284,3,611.6
17210,27,1,253.37
17211,4,6,1729.43
17212,93,2,567.5600000000001
17213,1,7,2401.07
17215,99,1,186.15
17216,189,1,65.05
17217,254,1,104.5
17218,3,9,2231.96
17219,51,1,144.9
17220,52,7,1283.5
17221,226,3,643.39
17222,112,5,1250.86
17223,3,2,446.74
17224,136,1,100.86
